A_0	A_1	A_2	R_0	R_1	R_2	R_3	R_4	R_5	R_6	R_7	Class	Group	InstanceID
0	1	1	0	1	0	0	1	1	0	0	0	3	1096
0	1	1	1	1	1	1	0	0	0	0	1	3	1098
1	1	1	0	1	0	1	1	0	0	1	1	7	1099
1	1	1	0	1	0	0	1	1	1	0	0	7	1100
0	1	1	1	0	1	0	0	1	0	0	0	3	1101
0	0	1	1	1	1	0	0	1	1	1	1	1	1102
0	1	0	0	0	1	0	0	0	1	0	1	2	1104
0	1	1	0	1	0	1	0	0	1	1	1	3	1105
1	1	0	1	0	1	1	1	1	1	0	1	6	1107
0	0	1	0	1	1	1	1	1	1	0	1	1	1108
0	0	1	0	1	1	1	1	1	0	0	1	1	1109
0	1	0	0	1	0	0	1	0	1	1	0	2	1110
1	0	1	0	1	0	0	1	1	0	1	1	5	1111
1	1	1	0	1	0	0	1	0	0	0	0	7	1112
1	0	1	1	0	1	1	0	1	1	1	1	5	1113
0	1	0	1	1	0	0	0	0	1	1	0	2	1114
1	1	0	0	1	1	1	1	0	0	1	0	6	1115
0	1	1	0	1	1	0	1	0	0	1	0	3	1116
1	1	1	0	0	1	1	1	0	0	0	0	7	1117
1	0	1	1	0	0	1	0	0	1	1	0	5	1118
1	1	1	1	0	0	0	1	1	0	0	0	7	1119
1	0	0	1	0	0	1	0	1	0	1	0	4	1120
1	1	0	0	0	1	0	1	1	0	1	0	6	1121
1	0	0	0	0	0	1	1	0	0	0	1	4	1122
1	0	1	0	0	1	0	0	1	1	1	1	5	1123
0	0	0	0	0	1	1	0	0	1	1	0	0	1124
0	0	1	0	0	0	1	1	1	1	0	0	1	1125
0	1	1	1	0	1	0	1	1	1	0	0	3	1126
0	0	1	1	0	0	0	0	0	0	1	0	1	1127
1	0	1	1	1	1	0	0	0	0	0	0	5	1128
1	0	1	0	0	0	0	0	1	0	0	1	5	1129
1	0	1	0	1	1	1	0	0	0	1	0	5	1130
1	0	1	0	0	0	0	0	1	1	1	1	5	1131
0	0	1	0	1	0	0	0	0	0	1	1	1	1133
0	1	1	1	1	1	1	0	0	1	1	1	3	1134
1	1	1	1	0	1	1	1	0	1	0	0	7	1135
1	0	1	0	1	0	1	1	0	1	1	0	5	1136
0	1	1	0	1	1	1	0	1	1	0	1	3	1137
1	1	0	1	1	0	0	0	1	1	0	1	6	1138
0	1	1	0	0	0	1	0	0	0	1	1	3	1139
0	1	0	0	1	1	0	0	1	1	0	1	2	1140
1	1	0	0	0	1	1	0	0	0	1	0	6	1141
0	1	0	0	0	1	0	1	1	0	0	1	2	1142
0	1	1	0	1	1	1	1	0	1	1	1	3	1143
0	0	1	1	1	0	0	0	0	1	0	1	1	1144
1	0	0	1	0	0	1	0	1	0	0	0	4	1145
1	1	0	0	1	0	0	1	1	1	0	1	6	1146
0	1	0	1	0	1	0	0	0	1	0	1	2	1147
0	1	1	0	1	0	1	0	1	0	1	1	3	1149
0	0	1	1	0	1	1	1	0	0	0	0	1	1150
1	0	0	0	1	0	0	0	1	1	1	0	4	1151
0	1	0	0	0	0	0	1	1	0	1	0	2	1152
0	0	1	1	0	1	1	1	1	0	1	0	1	1153
0	0	0	1	1	1	1	0	1	1	1	1	0	1154
1	0	0	1	0	1	0	1	1	0	1	1	4	1155
0	1	1	0	1	1	0	0	0	0	1	0	3	1156
1	1	0	0	1	1	1	1	0	0	0	0	6	1158
0	0	1	0	1	0	0	1	1	0	0	1	1	1160
1	1	0	1	1	0	1	1	0	0	1	0	6	1161
0	0	1	1	0	1	1	0	1	1	0	0	1	1162
0	1	1	1	0	0	0	0	0	0	1	0	3	1163
1	0	1	1	1	1	0	1	1	1	1	1	5	1164
1	0	0	1	1	0	1	0	0	0	0	0	4	1167
1	1	1	0	1	1	1	1	0	1	1	1	7	1168
1	1	1	1	1	1	1	0	0	1	0	0	7	1169
1	0	0	1	0	1	0	0	0	0	1	0	4	1170
1	0	0	0	0	0	0	1	0	0	1	1	4	1171
0	0	1	1	1	0	1	1	1	1	1	1	1	1172
0	0	0	1	1	0	0	1	0	1	0	1	0	1173
1	0	1	1	0	0	1	1	0	0	0	0	5	1174
0	0	0	1	0	0	1	0	0	0	1	1	0	1175
1	1	0	0	1	0	0	1	1	1	0	1	6	1176
0	1	1	0	1	1	1	0	1	0	0	1	3	1177
1	0	1	1	1	1	1	1	1	0	0	1	5	1178
1	0	0	1	0	0	1	1	0	0	1	1	4	1179
1	0	0	1	0	0	0	1	0	0	1	1	4	1180
1	0	1	1	1	1	0	0	0	1	1	0	5	1181
1	1	0	1	1	0	1	0	0	1	1	1	6	1184
0	0	1	0	1	0	0	0	1	0	0	1	1	1185
1	1	0	1	1	0	1	1	1	1	1	1	6	1187
0	1	1	1	0	1	0	0	1	0	1	0	3	1188
0	1	0	1	0	1	1	0	0	1	1	1	2	1189
0	0	1	1	1	1	0	0	0	1	1	1	1	1190
1	1	0	0	0	0	1	1	0	0	1	0	6	1191
0	0	0	0	1	0	0	1	0	0	1	0	0	1192
0	1	1	1	0	1	0	0	0	0	1	0	3	1193
0	1	0	1	0	0	1	0	1	0	0	0	2	1194
1	1	0	0	1	1	1	0	0	1	0	1	6	1195
1	1	0	1	0	1	0	1	1	1	0	1	6	1197
1	0	1	0	1	0	1	0	0	0	1	0	5	1198
1	1	0	0	0	0	1	0	0	0	1	0	6	1200
0	0	1	1	1	0	1	0	0	1	1	1	1	1201
1	0	1	1	1	0	0	1	0	1	1	0	5	1202
1	1	1	0	1	0	0	0	0	1	0	0	7	1203
1	0	0	1	1	0	1	0	0	1	1	0	4	1204
0	1	0	1	1	1	1	1	0	1	1	1	2	1205
0	0	0	1	0	0	0	1	1	0	0	1	0	1206
1	1	0	1	0	1	1	0	1	1	1	1	6	1207
0	1	1	1	0	1	1	0	1	1	0	1	3	1208
1	0	0	1	1	0	1	0	0	1	0	0	4	1210
0	1	1	1	0	0	1	0	0	1	1	1	3	1211
0	1	0	0	0	1	0	0	1	0	1	1	2	1212
0	1	1	0	0	0	1	0	0	1	0	1	3	1213
0	0	0	0	0	1	0	0	0	1	0	0	0	1215
1	0	0	0	1	0	0	0	0	0	1	0	4	1216
1	1	0	1	1	0	1	1	1	1	0	1	6	1217
1	0	0	0	0	0	0	0	0	0	1	0	4	1219
0	0	0	1	0	0	1	0	1	0	0	1	0	1220
0	1	0	1	1	1	1	0	1	0	1	1	2	1222
1	1	1	0	1	1	0	1	1	1	0	0	7	1223
0	1	0	0	1	1	0	1	0	1	1	1	2	1224
0	1	1	1	1	1	1	1	1	1	0	1	3	1225
0	1	1	1	0	0	0	0	1	1	0	0	3	1226
0	0	1	0	0	1	1	0	1	1	1	0	1	1227
0	0	1	0	0	1	0	0	1	1	1	0	1	1228
1	0	1	0	0	0	0	1	1	1	1	1	5	1229
1	1	0	1	1	0	1	1	0	1	1	1	6	1230
1	0	0	0	1	0	0	1	0	0	1	1	4	1231
0	0	0	0	0	1	1	1	0	1	0	0	0	1232
1	0	1	1	1	0	0	1	1	0	1	1	5	1233
0	0	1	0	0	0	0	0	1	1	1	0	1	1235
0	0	1	0	0	1	0	1	0	0	1	0	1	1239
0	1	0	0	0	1	0	1	1	1	1	1	2	1240
0	0	0	0	1	1	1	0	0	1	1	0	0	1241
1	0	0	0	0	1	0	1	1	0	1	1	4	1243
0	1	0	1	1	1	0	1	1	0	1	1	2	1244
0	1	0	0	1	1	0	1	0	0	0	1	2	1245
1	0	1	0	0	0	1	1	1	0	0	1	5	1246
0	1	0	0	1	0	1	0	0	0	1	0	2	1247
0	0	1	0	1	0	0	0	1	0	0	1	1	1248
0	0	0	1	0	1	0	1	0	1	0	1	0	1249
1	1	1	0	1	1	0	1	0	1	1	1	7	1250
1	0	1	0	1	0	1	0	0	1	0	0	5	1251
1	1	1	1	0	0	1	1	0	1	0	0	7	1252
1	0	1	0	1	0	0	1	0	1	1	0	5	1253
1	1	1	1	1	1	1	1	0	1	0	0	7	1254
1	1	0	1	1	1	1	1	1	0	0	0	6	1255
1	0	0	0	1	1	1	1	0	1	1	1	4	1256
0	1	1	1	1	0	0	1	0	1	0	0	3	1257
1	0	0	0	1	0	0	1	0	0	1	1	4	1258
0	0	1	0	0	0	0	0	0	1	1	0	1	1259
1	0	1	1	0	1	1	1	1	1	0	1	5	1260
0	1	1	1	0	0	0	0	1	1	0	0	3	1261
0	0	0	1	1	1	1	0	0	1	0	1	0	1262
0	1	1	0	1	1	0	0	0	0	1	0	3	1263
1	1	0	0	1	1	0	1	1	0	0	0	6	1264
0	0	0	0	0	1	1	1	1	1	0	0	0	1265
0	1	1	0	1	1	1	1	1	0	1	1	3	1267
0	0	0	0	0	1	1	1	1	1	0	0	0	1268
1	0	0	1	0	0	0	0	0	0	0	0	4	1269
1	1	0	1	0	0	1	0	1	0	0	0	6	1270
1	0	0	1	0	0	0	0	0	0	1	0	4	1271
0	0	1	1	1	0	1	0	0	1	0	1	1	1272
1	1	1	0	1	0	1	1	1	0	0	0	7	1273
1	0	0	1	0	1	1	1	0	0	0	1	4	1274
1	1	1	0	1	1	1	0	0	1	1	1	7	1277
1	1	0	0	0	0	0	0	0	0	0	0	6	1278
0	0	1	0	1	0	0	1	0	0	1	1	1	1279
0	1	0	1	1	1	0	0	1	0	1	1	2	1280
0	0	1	0	1	1	1	0	1	1	1	1	1	1281
1	1	1	0	0	0	1	1	0	1	0	0	7	1282
1	1	0	0	0	1	1	1	1	1	1	1	6	1284
1	0	0	1	1	1	0	1	0	1	1	1	4	1285
1	1	0	0	0	0	0	0	0	1	1	1	6	1287
1	1	1	0	0	1	0	0	1	0	0	0	7	1288
0	0	0	0	0	0	0	0	0	0	1	0	0	1289
0	0	1	0	1	1	1	1	1	1	1	1	1	1290
1	0	0	1	0	0	0	0	1	1	0	0	4	1291
1	1	0	1	0	1	1	0	1	0	0	0	6	1292
1	1	1	0	1	1	0	1	1	0	0	0	7	1293
0	1	0	0	0	0	0	0	0	0	0	0	2	1294
0	1	1	1	0	0	1	1	1	1	1	1	3	1295
1	1	0	1	0	1	0	0	1	1	0	1	6	1296
1	1	0	1	1	0	1	1	1	0	1	0	6	1297
0	1	0	0	1	0	1	0	1	1	1	0	2	1298
0	1	1	0	0	1	0	1	1	0	1	0	3	1299
1	1	0	0	1	0	0	1	0	0	1	0	6	1300
1	0	0	0	1	1	0	1	0	1	0	1	4	1301
0	1	0	1	1	0	1	0	1	0	1	0	2	1302
1	0	1	0	0	0	0	0	1	0	1	1	5	1304
1	0	1	0	1	0	0	1	1	1	0	1	5	1305
0	0	1	0	1	0	1	0	1	1	0	1	1	1306
0	1	0	0	0	1	0	1	0	0	1	1	2	1307
0	1	0	0	0	0	1	0	1	0	0	0	2	1308
0	1	1	0	0	0	1	1	0	0	0	1	3	1310
0	0	0	1	0	0	0	1	1	0	0	1	0	1311
1	1	0	0	0	0	0	1	1	1	1	1	6	1312
0	1	0	1	0	1	1	1	0	0	1	1	2	1313
1	0	0	1	0	1	1	1	0	1	1	1	4	1314
0	1	0	1	0	0	0	0	0	0	1	0	2	1315
0	1	0	1	0	1	0	1	1	0	0	1	2	1316
0	1	1	1	0	1	1	1	1	0	0	1	3	1317
0	1	0	0	0	1	0	1	1	1	0	1	2	1318
1	0	1	0	1	0	1	0	0	0	0	0	5	1319
1	0	1	0	0	0	1	1	0	0	1	0	5	1320
0	1	0	1	0	1	0	1	0	0	0	1	2	1321
0	0	0	0	1	1	0	0	1	0	0	0	0	1322
0	0	0	0	1	1	0	0	0	1	1	0	0	1323
1	0	1	1	1	0	1	0	0	0	0	0	5	1324
0	1	0	0	1	1	0	0	1	1	1	1	2	1326
1	1	0	1	0	1	0	0	1	1	1	1	6	1327
1	1	1	1	0	1	0	0	1	0	1	1	7	1328
0	1	1	1	0	1	0	1	1	1	1	0	3	1329
0	1	1	0	0	0	0	1	0	0	1	0	3	1330
0	1	1	1	1	1	1	0	0	1	1	1	3	1331
0	1	1	1	0	0	0	1	1	1	0	0	3	1332
0	1	0	1	1	1	0	1	0	1	0	1	2	1333
1	0	1	1	1	1	1	0	1	1	0	1	5	1334
0	0	0	1	1	1	1	1	1	1	0	1	0	1335
0	0	1	1	1	1	0	1	1	0	1	1	1	1336
1	1	1	0	1	0	0	0	0	0	1	1	7	1337
1	0	0	0	1	0	1	0	1	1	0	0	4	1338
1	0	1	1	0	1	1	1	0	0	0	0	5	1339
1	1	1	0	1	1	1	0	0	1	0	0	7	1341
1	1	0	0	1	0	0	0	1	1	0	1	6	1342
1	0	1	0	0	0	0	1	0	1	0	0	5	1343
1	1	0	0	1	1	1	0	1	0	1	0	6	1344
1	1	0	1	1	0	0	0	1	0	0	0	6	1345
0	0	0	0	0	0	1	0	1	1	0	0	0	1346
0	1	0	1	0	0	0	1	0	0	0	0	2	1347
1	1	1	0	0	1	1	0	0	1	0	0	7	1348
0	0	1	0	0	0	0	0	1	0	1	0	1	1349
1	1	0	0	0	0	1	0	0	1	0	1	6	1351
0	0	0	0	0	0	1	0	1	1	1	0	0	1352
0	0	0	0	1	0	0	1	1	0	0	0	0	1353
0	1	0	0	0	1	1	0	0	1	0	1	2	1354
0	0	0	0	1	1	0	1	1	0	1	0	0	1355
1	1	0	1	0	0	1	0	0	1	0	1	6	1356
1	1	1	0	0	1	1	1	0	1	1	1	7	1357
0	1	0	1	1	0	0	0	1	1	0	0	2	1358
1	0	0	0	1	1	1	1	1	1	1	1	4	1359
0	1	0	1	0	0	0	0	1	0	0	0	2	1360
1	0	1	0	1	0	0	0	1	0	1	1	5	1361
1	1	0	1	0	0	0	0	1	0	1	0	6	1362
1	0	1	0	0	1	1	1	0	0	0	0	5	1363
1	1	1	0	1	0	0	0	1	1	0	0	7	1365
0	1	0	1	0	0	1	1	1	0	0	0	2	1366
0	1	1	1	1	0	1	1	1	1	1	1	3	1367
0	0	0	0	0	1	0	1	1	0	1	0	0	1368
1	1	1	1	1	0	1	1	1	1	1	1	7	1369
0	1	0	0	0	0	0	0	1	0	0	0	2	1370
1	1	0	0	0	1	0	1	0	1	0	1	6	1371
1	0	0	0	1	1	1	0	1	0	1	0	4	1372
0	1	1	0	1	0	1	0	1	1	1	1	3	1373
1	0	0	1	0	0	0	1	0	1	1	1	4	1374
0	1	1	1	1	0	1	1	0	0	1	1	3	1375
0	0	0	1	0	1	1	0	1	1	0	1	0	1376
0	1	1	0	0	0	0	0	0	1	0	0	3	1378
1	0	1	0	0	0	0	1	1	0	1	1	5	1379
0	1	0	0	0	0	1	1	0	0	1	0	2	1380
0	1	1	0	0	0	1	0	1	0	0	1	3	1381
1	1	0	0	0	0	1	1	0	1	1	1	6	1382
1	1	1	0	0	0	1	0	0	0	0	0	7	1384
0	1	0	1	1	1	0	1	0	1	1	1	2	1385
0	1	1	1	0	0	1	0	1	0	1	1	3	1386
0	0	0	0	1	1	0	0	0	0	0	0	0	1387
1	1	1	1	1	0	1	0	1	1	0	0	7	1388
0	1	1	0	0	1	0	0	0	1	0	0	3	1390
0	0	0	0	1	1	1	1	1	1	1	0	0	1391
1	1	0	1	0	0	0	0	0	0	1	0	6	1392
0	1	1	1	0	0	1	0	0	1	0	1	3	1393
0	1	1	0	0	1	0	1	1	1	0	0	3	1395
0	0	1	1	1	1	0	1	1	1	1	1	1	1396
1	1	1	0	1	0	0	0	1	0	0	0	7	1397
1	0	1	0	0	0	0	0	1	0	1	1	5	1398
1	0	1	0	0	0	0	1	1	1	0	1	5	1399
1	0	1	1	0	1	0	1	1	0	0	1	5	1400
0	1	1	1	1	0	0	1	1	0	1	0	3	1401
0	0	0	0	1	0	0	0	0	0	1	0	0	1402
1	1	0	0	1	1	0	1	0	0	0	0	6	1403
1	1	0	0	1	0	0	0	0	0	0	0	6	1404
0	0	0	1	0	0	1	0	1	0	0	1	0	1405
1	0	1	0	0	1	1	1	1	0	0	1	5	1406
1	0	0	1	1	0	1	0	1	1	1	0	4	1407
0	0	1	0	1	0	1	1	1	1	1	1	1	1408
0	0	0	1	0	1	1	1	0	1	0	1	0	1409
0	0	1	1	1	0	1	1	0	1	1	1	1	1410
1	1	0	0	0	1	1	0	1	1	1	1	6	1411
0	1	0	0	1	1	0	0	1	1	1	1	2	1412
0	0	1	1	1	0	0	1	0	0	0	1	1	1413
0	0	1	1	0	0	0	1	1	0	1	0	1	1414
1	1	1	0	1	0	1	0	0	1	0	0	7	1416
0	1	1	1	0	0	1	1	1	0	0	1	3	1417
1	0	1	0	0	1	1	0	1	1	0	1	5	1419
0	0	1	1	0	1	0	0	1	1	0	0	1	1420
1	1	1	0	1	0	0	1	0	0	0	0	7	1421
0	0	1	1	0	0	1	1	1	0	1	0	1	1422
1	1	0	1	1	0	1	1	0	0	1	0	6	1423
1	0	0	0	0	0	0	0	1	0	0	0	4	1424
1	1	1	1	0	1	0	0	1	1	1	1	7	1425
1	1	1	0	1	0	1	1	1	1	1	1	7	1426
1	1	1	1	1	1	1	1	1	0	0	0	7	1427
0	0	0	0	1	0	0	1	0	1	1	0	0	1428
1	1	0	1	0	0	1	0	0	1	1	1	6	1430
1	1	1	0	1	1	0	0	1	1	1	1	7	1431
0	1	1	0	0	0	0	1	1	0	0	0	3	1433
0	0	0	0	1	0	0	0	0	0	1	0	0	1434
0	0	1	1	1	0	0	0	1	0	1	1	1	1435
1	0	1	1	0	1	0	0	1	1	0	1	5	1436
0	1	1	0	1	1	1	0	1	1	0	1	3	1437
1	1	0	1	1	1	1	1	0	0	0	0	6	1438
1	1	1	0	1	0	0	1	1	1	0	0	7	1439
1	0	0	0	1	0	0	0	0	1	1	0	4	1440
0	0	1	0	0	0	1	0	0	0	0	0	1	1441
1	0	1	0	0	0	0	0	1	1	0	1	5	1442
0	0	1	0	0	1	0	0	0	1	0	0	1	1443
0	0	1	0	1	1	1	0	1	0	1	1	1	1444
0	0	0	1	0	0	1	1	1	0	0	1	0	1445
0	1	1	0	0	1	1	1	0	1	1	1	3	1446
0	0	0	0	1	0	0	0	1	0	0	0	0	1447
0	1	1	1	1	0	1	1	0	1	1	1	3	1448
1	1	0	1	1	0	0	0	1	1	0	1	6	1449
0	1	1	1	0	0	1	0	1	0	1	1	3	1450
1	1	1	1	0	0	1	0	0	0	1	1	7	1451
0	1	0	0	1	1	1	1	1	1	0	1	2	1452
1	1	1	0	1	1	0	1	0	1	1	1	7	1453
1	1	0	0	0	0	0	0	1	0	0	0	6	1454
1	0	0	0	1	0	1	1	1	1	1	1	4	1455
1	0	0	1	0	0	0	0	0	0	1	0	4	1457
1	1	1	0	0	1	1	1	1	1	0	0	7	1459
1	1	0	1	1	1	0	1	0	0	1	0	6	1460
0	0	1	0	1	1	1	1	0	0	0	1	1	1461
0	1	0	1	1	0	0	0	0	0	0	0	2	1462
0	1	0	1	0	0	0	1	1	1	0	0	2	1463
1	0	1	1	0	1	0	1	0	1	0	0	5	1464
0	1	0	0	1	1	1	0	0	1	1	1	2	1465
0	0	0	1	1	0	0	1	0	0	0	1	0	1466
1	0	0	1	1	0	1	0	0	0	0	0	4	1467
0	1	0	0	1	0	0	1	1	0	1	0	2	1468
0	1	0	1	1	1	0	0	1	1	1	1	2	1469
0	0	1	1	1	1	0	1	1	0	0	1	1	1470
0	1	0	0	0	0	0	1	1	0	0	0	2	1471
0	1	0	0	1	1	1	0	0	0	1	1	2	1472
0	1	0	0	1	0	1	0	1	0	0	0	2	1473
0	0	0	0	1	1	1	0	1	0	1	0	0	1474
1	0	0	1	0	1	0	1	1	0	1	1	4	1476
1	1	0	1	1	1	0	1	1	1	1	1	6	1478
0	1	0	1	1	0	0	1	0	0	0	0	2	1479
1	1	1	1	1	0	1	1	1	1	0	0	7	1480
0	1	1	0	0	0	0	1	0	1	1	0	3	1481
0	1	1	1	1	0	0	1	0	0	1	0	3	1482
1	1	1	0	0	0	1	0	1	0	1	1	7	1483
1	0	1	1	0	1	0	0	1	1	0	1	5	1484
0	0	0	1	1	1	0	0	1	0	0	1	0	1487
1	0	0	0	1	0	0	1	0	0	1	1	4	1488
1	1	1	1	1	0	1	1	0	1	1	1	7	1489
1	1	0	0	0	0	0	1	1	1	1	1	6	1490
1	1	0	1	1	1	1	0	1	1	0	1	6	1491
0	0	0	0	1	1	1	0	1	0	0	0	0	1492
1	0	1	1	1	0	0	0	1	0	0	1	5	1493
1	0	0	0	0	0	0	1	0	1	0	1	4	1494
0	0	0	1	0	0	0	1	0	0	1	1	0	1496
0	0	1	0	0	1	0	1	1	1	0	0	1	1497
0	0	0	0	1	1	0	0	0	0	0	0	0	1498
1	1	1	1	1	0	1	1	1	0	0	0	7	1499
0	1	0	1	1	0	1	0	1	0	1	0	2	1500
1	1	0	0	0	1	0	0	0	1	0	1	6	1501
1	1	0	0	0	1	1	1	0	1	1	1	6	1502
1	0	1	1	0	0	1	1	1	1	0	1	5	1503
1	1	0	1	1	1	0	0	1	0	1	0	6	1504
0	1	1	0	1	1	0	0	0	0	0	0	3	1505
0	1	0	0	0	1	1	0	0	0	0	1	2	1506
1	0	1	1	1	0	0	1	0	1	1	0	5	1507
0	1	0	1	0	1	0	1	1	0	1	1	2	1508
0	1	0	0	0	1	1	1	1	1	1	1	2	1509
0	0	1	0	0	0	1	1	0	1	1	0	1	1510
1	1	1	0	1	1	1	1	1	1	0	0	7	1511
0	1	1	1	0	0	0	0	1	0	1	0	3	1512
1	0	1	1	0	1	0	1	1	1	0	1	5	1513
0	1	1	1	0	1	0	0	1	0	1	0	3	1514
0	1	1	0	0	0	1	0	1	1	0	1	3	1515
1	1	0	0	0	1	0	1	0	1	0	1	6	1516
1	1	1	1	0	0	0	0	1	0	1	1	7	1517
0	0	0	0	0	1	0	1	0	0	1	0	0	1518
0	1	1	0	1	1	1	0	0	0	1	1	3	1520
0	0	1	1	0	1	1	1	0	0	0	0	1	1522
0	0	1	1	1	1	0	1	1	1	0	1	1	1523
0	0	0	1	1	1	0	1	1	0	1	1	0	1524
0	0	1	1	1	0	0	1	1	0	0	1	1	1526
1	1	0	0	0	0	0	1	0	0	1	0	6	1527
0	0	0	0	0	0	1	0	1	0	1	0	0	1529
0	0	1	1	1	0	0	1	1	1	0	1	1	1530
1	0	1	0	1	0	0	1	1	0	0	1	5	1531
1	0	1	1	0	0	1	1	0	1	1	0	5	1532
1	0	1	1	0	0	0	0	0	1	1	0	5	1533
0	0	0	1	1	0	1	1	0	0	1	1	0	1535
0	0	1	0	0	1	0	1	1	0	1	0	1	1536
1	1	1	0	0	0	0	1	0	0	0	0	7	1537
1	1	1	1	0	0	1	1	0	1	1	1	7	1539
0	0	1	0	1	0	1	0	0	1	0	1	1	1540
1	0	0	0	1	0	1	1	0	0	1	1	4	1541
0	0	0	0	1	0	1	1	1	0	0	0	0	1542
1	0	1	0	1	1	1	0	1	1	1	1	5	1543
1	1	0	0	1	0	1	1	0	0	0	0	6	1544
0	0	0	1	1	0	1	1	0	1	1	1	0	1545
0	0	1	1	1	1	0	1	1	0	1	1	1	1546
0	0	1	1	1	1	0	1	1	0	1	1	1	1547
0	1	0	1	1	0	1	1	1	0	1	0	2	1548
0	0	1	0	0	0	1	0	0	1	0	0	1	1549
1	0	0	1	1	1	0	1	1	1	0	1	4	1550
0	0	1	1	1	0	0	0	0	0	0	1	1	1551
0	0	1	1	0	1	0	1	1	1	1	0	1	1553
0	0	1	0	1	1	1	0	0	1	1	1	1	1554
0	0	0	1	0	0	0	1	1	0	1	1	0	1555
1	1	1	1	1	1	1	1	1	0	1	1	7	1556
0	0	0	0	1	0	1	0	1	1	0	0	0	1557
0	1	1	0	1	1	1	1	0	0	1	1	3	1558
1	1	0	1	1	0	0	1	1	0	1	0	6	1559
1	1	0	0	0	0	0	1	0	0	1	0	6	1560
1	1	1	0	0	0	0	1	1	0	0	0	7	1562
1	0	1	0	0	1	0	0	1	0	0	1	5	1563
0	0	1	1	1	0	1	0	0	0	1	1	1	1564
0	1	0	1	0	0	1	1	0	0	0	0	2	1565
1	1	1	1	1	1	1	1	0	1	0	0	7	1566
0	0	1	1	0	1	1	1	1	1	1	0	1	1567
0	1	0	1	1	1	1	0	1	0	0	1	2	1568
0	0	1	0	0	1	0	1	1	0	0	0	1	1569
0	1	1	1	1	0	0	1	0	1	1	0	3	1570
1	0	1	1	1	0	1	0	1	1	1	1	5	1571
0	0	0	1	1	1	0	1	1	0	1	1	0	1572
1	0	1	0	1	1	0	1	0	1	1	0	5	1573
0	1	0	0	0	1	1	0	1	1	0	1	2	1574
1	1	1	1	1	0	1	1	1	1	0	0	7	1575
0	0	1	0	1	1	1	1	1	0	0	1	1	1576
0	0	0	0	0	0	1	0	0	1	0	0	0	1577
0	1	0	1	1	1	1	1	1	1	0	1	2	1578
1	1	1	0	0	1	1	1	1	1	0	0	7	1580
1	1	1	0	1	1	1	0	1	1	1	1	7	1581
0	0	1	0	1	0	1	1	0	0	1	1	1	1583
1	1	0	1	0	1	1	1	1	0	1	0	6	1584
0	0	1	0	1	0	0	0	0	1	1	1	1	1585
1	0	1	0	1	1	1	0	0	1	1	0	5	1586
0	0	0	1	0	0	0	0	1	1	0	1	0	1587
0	0	1	1	1	0	0	0	0	0	1	1	1	1588
0	1	0	1	0	0	0	1	0	1	0	0	2	1589
1	0	0	1	0	1	0	1	0	0	0	1	4	1590
1	0	0	0	1	1	1	0	1	0	1	0	4	1591
1	0	1	1	0	1	1	0	0	0	0	0	5	1593
0	0	1	0	1	0	0	1	1	1	0	1	1	1594
0	1	0	0	1	1	0	1	0	0	0	1	2	1595
1	0	1	1	1	1	0	1	1	1	0	1	5	1596
0	1	0	0	1	1	1	0	1	1	1	1	2	1597
1	0	1	1	0	1	0	0	1	0	1	1	5	1598
0	0	1	0	1	0	1	1	1	1	1	1	1	1599
0	1	1	1	1	1	0	0	0	0	1	0	3	1600
0	1	0	1	1	1	0	0	1	1	1	1	2	1601
0	0	0	0	0	0	1	0	1	1	1	0	0	1602
0	1	1	1	1	0	0	0	0	1	0	0	3	1603
0	0	1	1	1	0	0	1	1	0	0	1	1	1604
1	0	0	0	0	0	1	0	1	1	0	0	4	1605
0	1	0	0	1	1	1	1	1	1	1	1	2	1606
0	1	0	1	1	0	1	1	1	1	1	0	2	1607
1	0	0	1	1	0	1	0	0	0	1	0	4	1608
0	1	1	0	0	0	0	0	1	0	0	0	3	1609
0	0	1	1	0	0	1	0	0	0	0	0	1	1610
1	1	0	1	0	0	1	1	0	0	1	0	6	1611
0	0	0	1	0	0	0	0	0	1	0	1	0	1612
0	1	1	0	0	0	1	1	1	0	1	1	3	1614
0	1	0	1	1	0	1	0	0	1	1	0	2	1615
1	0	0	1	1	0	0	1	0	0	0	1	4	1616
0	1	0	1	0	0	0	0	1	0	0	0	2	1617
1	1	0	0	1	0	1	1	1	0	1	0	6	1618
0	1	0	1	1	1	1	1	1	1	0	1	2	1620
1	1	0	0	1	1	0	1	1	0	0	0	6	1621
1	1	0	1	1	0	0	0	0	0	0	0	6	1622
1	1	1	1	1	0	1	0	1	1	1	1	7	1623
0	1	0	0	1	1	1	0	1	0	0	1	2	1624
0	0	1	1	0	1	0	0	0	0	1	0	1	1625
1	0	0	1	0	1	0	1	0	0	1	1	4	1626
0	1	1	1	1	0	1	1	0	0	0	1	3	1627
1	0	0	0	1	0	0	0	1	0	0	0	4	1628
0	0	0	1	1	0	0	0	0	1	0	1	0	1629
1	0	0	1	1	0	1	1	0	0	0	1	4	1630
1	1	0	0	0	0	1	0	1	0	1	0	6	1631
0	0	1	0	1	0	1	1	0	0	1	1	1	1632
1	0	0	0	0	1	1	0	1	1	1	0	4	1634
1	0	1	1	1	1	1	1	1	1	1	1	5	1635
1	0	0	0	1	1	0	0	0	1	0	0	4	1636
1	0	1	1	0	1	1	1	1	0	0	1	5	1637
0	0	1	0	1	1	0	0	1	0	0	1	1	1638
