A_0	A_1	A_2	A_3	R_0	R_1	R_2	R_3	R_4	R_5	R_6	R_7	R_8	R_9	R_10	R_11	R_12	R_13	R_14	R_15	Class	Group	InstanceID
0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	5012
0	1	1	1	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1	7	5013
1	1	0	1	0	1	0	1	1	1	0	1	0	0	1	1	0	1	1	0	1	13	5014
1	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	15	5015
1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	1	0	1	1	0	1	14	5016
0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	5	5019
0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	1	0	5020
0	0	0	1	1	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0	0	1	5021
1	0	0	1	0	1	0	1	1	1	0	1	0	1	0	0	1	0	1	1	1	9	5022
1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	8	5023
0	0	1	1	0	1	1	0	0	1	0	1	1	1	0	1	0	0	1	1	0	3	5024
0	1	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	1	1	7	5025
1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	11	5026
1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	14	5027
0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	2	5028
0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	2	5029
0	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	5	5030
0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	1	1	0	6	5031
0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	4	5032
0	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	0	1	0	4	5033
0	1	0	0	0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	4	5034
0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	0	1	1	7	5035
1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	0	1	8	5036
1	1	0	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	13	5037
0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	1	0	0	0	0	1	4	5039
0	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	0	0	1	7	5040
0	1	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	6	5041
1	1	0	0	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	12	5042
0	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	0	1	0	1	0	7	5043
1	1	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	15	5044
0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	0	1	0	1	1	0	1	5045
1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	8	5046
1	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	9	5047
0	1	0	1	1	1	1	0	0	0	1	0	1	1	0	1	1	0	0	1	0	5	5048
0	0	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	1	0	1	3	5049
0	1	1	1	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	0	7	5050
1	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	8	5051
1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	9	5052
1	0	1	0	1	1	1	1	1	0	1	0	1	0	0	1	1	0	1	1	0	10	5053
1	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	8	5054
0	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	3	5055
1	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	0	0	8	5056
1	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	14	5057
1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	1	15	5058
1	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	1	10	5059
1	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	15	5060
1	1	0	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	13	5061
0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	5062
1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	0	1	1	0	1	1	13	5063
1	1	0	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	12	5064
1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	14	5065
1	1	0	1	0	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	13	5066
1	0	0	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	1	0	0	9	5067
0	0	1	0	1	0	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	2	5069
0	1	0	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0	1	0	5	5070
1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	13	5071
1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	14	5072
1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	1	0	0	15	5073
0	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	0	1	1	1	7	5074
1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	1	0	0	0	8	5075
0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	3	5076
0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0	5077
1	1	1	1	0	1	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	15	5078
0	1	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	0	1	1	1	4	5079
1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	9	5080
1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	12	5081
0	0	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	1	0	0	2	5082
0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	5083
1	0	1	1	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	11	5084
0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	1	1	1	3	5085
0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	3	5086
1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	8	5087
0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0	1	1	1	3	5088
0	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	1	1	0	6	5089
0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	0	1	0	0	0	1	5	5090
0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	1	5	5091
0	0	1	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	2	5092
0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	2	5093
1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	10	5094
1	1	0	0	0	0	1	1	0	1	0	1	1	0	1	0	1	0	1	0	1	12	5095
0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	5096
1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	9	5097
1	0	0	1	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	9	5098
1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	0	1	8	5099
0	1	1	1	0	0	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	7	5102
1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	15	5104
1	0	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	1	0	1	8	5105
0	0	1	0	0	1	0	1	0	0	1	1	1	0	1	1	1	1	1	0	0	2	5106
1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	13	5107
0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	4	5108
0	0	0	0	1	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	5109
0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	0	1	5110
1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	0	1	0	13	5111
0	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	5112
1	0	1	1	0	1	1	1	0	1	1	0	0	1	1	0	1	0	0	0	0	11	5113
1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	1	0	9	5115
0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	0	1	2	5116
1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	12	5117
0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	1	1	5118
1	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	11	5119
1	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	0	1	1	11	5120
0	1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	1	1	0	1	1	4	5121
0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	1	3	5122
1	1	1	0	1	0	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	14	5124
1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	10	5125
1	1	0	0	1	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	12	5126
1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	1	1	1	0	0	0	9	5127
0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	1	2	5128
0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	0	0	0	1	1	1	0	5129
0	1	0	0	0	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	4	5130
0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	1	5131
1	0	1	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	0	10	5132
0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	2	5133
1	1	0	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	0	0	0	12	5134
0	1	0	1	0	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	5	5135
0	0	1	1	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	3	5137
1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	8	5139
1	0	0	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	8	5140
1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	9	5142
0	1	1	1	0	1	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	7	5143
0	1	1	1	1	1	0	0	1	1	1	0	0	1	0	1	0	0	1	0	0	7	5144
1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	1	8	5145
1	1	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	1	1	0	1	14	5146
1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	0	0	15	5147
1	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	0	1	9	5148
0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	5	5149
0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	1	7	5150
0	1	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	4	5151
1	1	1	0	0	1	0	0	1	1	1	1	0	1	1	0	1	0	1	0	1	14	5152
0	0	1	1	1	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	3	5153
0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	0	1	0	0	1	7	5154
0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	5155
1	0	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	0	10	5156
1	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	1	1	0	0	15	5157
0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	1	1	0	0	5158
0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	0	0	5159
1	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	1	0	1	10	5160
1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	1	15	5161
0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	5162
1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	14	5163
0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	6	5164
1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	1	1	0	1	12	5165
1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	0	1	8	5166
1	1	0	1	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	13	5167
0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	5168
0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	5	5169
1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	15	5170
1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	12	5172
1	1	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0	15	5173
1	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	9	5174
0	0	0	0	1	1	0	1	0	1	0	0	1	1	0	1	1	1	1	0	1	0	5175
1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	14	5176
0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	5178
1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	9	5179
1	0	0	0	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	0	8	5180
0	0	0	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	5182
0	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	1	0	7	5184
0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	6	5185
1	1	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	0	1	1	12	5186
0	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	6	5188
0	0	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	3	5189
1	1	0	1	0	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	0	13	5190
0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	6	5191
1	0	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	11	5192
1	1	1	0	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1	14	5193
0	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	3	5194
0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	2	5195
1	0	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	8	5197
1	0	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	1	1	9	5199
1	0	0	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	0	1	9	5200
1	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	1	1	0	1	8	5201
1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0	1	0	0	0	11	5202
1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	12	5203
1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	11	5204
1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	1	8	5205
0	1	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	7	5206
0	1	0	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	0	4	5207
1	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	10	5210
1	1	0	0	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	12	5211
1	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	8	5212
1	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0	1	14	5214
1	1	0	0	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	12	5215
0	0	0	1	1	1	0	0	0	0	1	1	0	1	1	0	0	0	1	0	1	1	5216
0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	0	0	1	0	4	5217
1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	8	5219
1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	1	0	1	1	8	5220
1	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	0	1	0	1	1	10	5222
0	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	1	3	5223
1	0	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	1	9	5224
1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	15	5225
1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	14	5226
0	0	1	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	1	0	3	5227
1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	8	5228
1	0	0	0	1	0	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	8	5229
0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	4	5230
1	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	1	0	13	5231
0	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	3	5232
0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	1	0	1	6	5233
1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	11	5234
1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	12	5235
0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0	5236
1	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0	1	1	0	0	0	10	5237
0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	7	5238
0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	1	0	6	5239
0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	0	1	1	5	5240
1	0	1	1	0	0	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	11	5241
0	0	1	0	1	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	2	5242
1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	1	10	5245
1	1	1	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	14	5246
1	1	0	0	1	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0	12	5247
1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	12	5248
0	1	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	0	1	1	1	7	5249
0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	5	5250
1	0	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	11	5251
0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	0	1	0	1	0	1	5252
1	1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	14	5253
1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	8	5254
1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	11	5257
1	1	1	1	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	15	5258
0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	7	5259
0	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	5260
0	1	0	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	0	0	5	5261
0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	5262
0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	5	5263
0	0	0	1	1	0	1	0	1	0	1	0	0	0	1	1	1	0	1	0	0	1	5264
0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	2	5265
0	1	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	6	5266
0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	2	5267
1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	1	1	1	1	0	0	8	5268
0	1	1	0	0	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	6	5269
1	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	9	5270
1	0	1	0	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	1	10	5271
0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	5	5272
1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	9	5273
0	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	5275
1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	14	5277
0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	6	5278
1	1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	15	5280
0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	0	1	1	0	6	5282
0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	4	5283
0	1	0	1	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	5	5285
1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	12	5286
1	1	0	1	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	1	1	13	5287
0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	6	5288
0	1	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	1	0	4	5290
1	0	0	1	1	1	1	0	1	1	0	0	0	1	0	1	0	0	0	1	1	9	5291
0	1	1	0	0	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	6	5292
1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	14	5293
0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	4	5294
1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	8	5295
1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	10	5296
0	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	6	5299
0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	3	5300
0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	4	5301
0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	0	1	1	4	5303
1	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1	15	5304
1	0	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	11	5307
0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	5	5308
0	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	5	5309
0	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	5310
0	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	5	5311
0	0	1	0	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	1	1	2	5312
0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0	4	5313
1	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	10	5314
1	1	0	1	1	1	1	0	1	0	0	0	0	1	1	1	0	1	1	1	1	13	5315
0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	5316
0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	5317
0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	1	0	2	5318
0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	4	5320
1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	15	5321
1	0	0	0	1	1	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	8	5322
1	0	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	11	5324
1	0	1	1	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	11	5325
0	1	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	4	5326
0	1	1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	1	7	5327
1	1	0	0	1	0	0	0	1	1	0	1	1	0	1	0	0	1	1	0	0	12	5328
0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	1	1	0	7	5330
0	1	1	0	1	0	0	1	1	1	1	0	0	0	1	1	1	1	0	1	1	6	5331
0	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	4	5332
1	1	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	0	1	0	1	14	5333
0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	5	5334
0	0	0	1	1	0	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	1	5335
1	0	1	0	0	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	1	10	5336
1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	1	15	5337
0	1	1	0	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	1	0	6	5338
0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	0	0	1	1	0	5339
0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	6	5340
0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	0	1	5341
1	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	10	5342
0	0	1	1	0	1	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	3	5343
0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	5344
0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	6	5345
1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	8	5346
1	1	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	1	0	0	0	15	5347
0	0	1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	1	0	0	1	2	5349
